id,volumen,expresión,dominio_fuente,dominio_meta,metáfora,volumen_norm,expresion_norm,dominio_fuente_norm,dominio_meta_norm,metafora_norm,expresion_len
CAAM_76_22,Colombia adentro: Amazonía,"campesinos como indígenas que, a pesar de las circunstancias, perseveraron en sus procesos organizativos.",ENEMIGOS,LAS CIRCUNSTANCIAS,LAS CIRCUNSTANCIAS SON ENEMIGOS,colombia adentro: amazonía,"campesinos como indígenas que, a pesar de las circunstancias, perseveraron en sus procesos organizativos.",enemigos,las circunstancias,las circunstancias son enemigos,105
TERR_INTRO_114,Colombia adentro: Ensayo introductorio,Las coaliciones inestables de los poderes locales y regionales con los grupos de poder a nivel nacional,EDIFICIOS,LAS COALICIONES POLÍTICAS,LAS COALICIONES POLÍTICAS SON EDIFICIOS,colombia adentro: ensayo introductorio,las coaliciones inestables de los poderes locales y regionales con los grupos de poder a nivel nacional,edificios,las coaliciones políticas,las coaliciones políticas son edificios,103
MCVE_f_216_2,Mi cuerpo es la verdad,reconstruir las comunidades ,EDIFICIOS,LAS COMUNIDADES,LAS COMUNIDADES SON EDIFICIOS,mi cuerpo es la verdad,reconstruir las comunidades,edificios,las comunidades,las comunidades son edificios,28
TERR_INTRO_152,Colombia adentro: Ensayo introductorio, facilitaban la construcción de las comunidades imaginadas ,EDIFICIOS,LAS COMUNIDADES,LAS COMUNIDADES SON EDIFICIOS,colombia adentro: ensayo introductorio,facilitaban la construcción de las comunidades imaginadas,edificios,las comunidades,las comunidades son edificios,59
MCVE_m_48_3,Mi cuerpo es la verdad,Tal señalamiento rotuló a las comunidades de los municipios de Arauca.,OBJETOS,LAS COMUNIDADES,LAS COMUNIDADES SON OBJETOS,mi cuerpo es la verdad,tal señalamiento rotuló a las comunidades de los municipios de arauca.,objetos,las comunidades,las comunidades son objetos,70
CAAM_53_1,Colombia adentro: Amazonía,[object Object],CAMINOS,LAS COMUNIDADES INDÍGENAS,LAS COMUNIDADES INDÍGENAS SON CAMINOS,colombia adentro: amazonía,[object object],caminos,las comunidades indígenas,las comunidades indígenas son caminos,15
CAAM_61_2,Colombia adentro: Amazonía,este último responsable de la administración de las intendencias y comisarías en las que habitaba la mayor parte de las comunidades indígenas.,OBJETOS FRAGMENTABLES,LAS COMUNIDADES INDÍGENAS,LAS COMUNIDADES INDÍGENAS SON OBJETOS FRAGMENTABLES,colombia adentro: amazonía,este último responsable de la administración de las intendencias y comisarías en las que habitaba la mayor parte de las comunidades indígenas.,objetos fragmentables,las comunidades indígenas,las comunidades indígenas son objetos fragmentables,142
CAAM_61_8,Colombia adentro: Amazonía,"El ILV alcanzó a 26 grupos indígenas en la Amazonía y, al igual que sucedió con Müller, terminó fragmentando su identidad cultural y estructura social",PRESAS,LAS COMUNIDADES INDÍGENAS,LAS COMUNIDADES INDÍGENAS SON PRESAS,colombia adentro: amazonía,"el ilv alcanzó a 26 grupos indígenas en la amazonía y, al igual que sucedió con müller, terminó fragmentando su identidad cultural y estructura social",presas,las comunidades indígenas,las comunidades indígenas son presas,150
HALL_184,Hallazgos y Recomendaciones,"Las masacres y atrocidades perpetradas por grupos paramilitares de las Autodefensas Unidas de Colombia (AUC), como parte de una estrategia de terror en todo el país, en muchos casos no provocaron una indignación social o una movilización de las conciencias frente a lo intolerable.",PERSONAS,LAS CONCIENCIAS,LAS CONCIENCIAS SON PERSONAS,hallazgos y recomendaciones,"las masacres y atrocidades perpetradas por grupos paramilitares de las autodefensas unidas de colombia (auc), como parte de una estrategia de terror en todo el país, en muchos casos no provocaron una indignación social o una movilización de las conciencias frente a lo intolerable.",personas,las conciencias,las conciencias son personas,281
CAAM_59_15,Colombia adentro: Amazonía,un funcionario del Ministerio de Gobierno explicó las razones de esa peligrosidad y llegó a la conclusión de que se debía al origen de la población colona.,UN DESTINO,LAS CONCLUSIONES,LAS CONCLUSIONES SON UN DESTINO,colombia adentro: amazonía,un funcionario del ministerio de gobierno explicó las razones de esa peligrosidad y llegó a la conclusión de que se debía al origen de la población colona.,un destino,las conclusiones,las conclusiones son un destino,155
MCVE_m_22_9,Mi cuerpo es la verdad,Al análisis y la construcción de conclusiones,EDIFICIOS,LAS CONCLUSIONES DEL INFORME,LAS CONCLUSIONES DEL INFORME SON EDIFICIOS,mi cuerpo es la verdad,al análisis y la construcción de conclusiones,edificios,las conclusiones del informe,las conclusiones del informe son edificios,45
CAAM_65_6,Colombia adentro: Amazonía,[object Object],MATERIALES DE CONSTRUCCIÓN,LAS CONDICIONES DE VIDA DIGNA,LAS CONDICIONES DE VIDA DIGNAS SON MATERIALES DE CONSTRUCCIÓN,colombia adentro: amazonía,[object object],materiales de construcción,las condiciones de vida digna,las condiciones de vida dignas son materiales de construcción,15
CAAM_68_6,Colombia adentro: Amazonía,estos reclamos también endurecieron la postura de diversas facciones del establecimiento y configuraron así las condiciones para el posterior desarrollo del Estatuto de Seguridad,OBJETOS MALEABLES,LAS CONDICIONES PARA EL DESARROLLO DEL ESTATUTO DE SEGURIDAD,LAS CONDICIONES PARA EL DESARROLLO DEL ESTATUTO DE SEGURIDAD SON OBJETOS MALEABLES,colombia adentro: amazonía,estos reclamos también endurecieron la postura de diversas facciones del establecimiento y configuraron así las condiciones para el posterior desarrollo del estatuto de seguridad,objetos maleables,las condiciones para el desarrollo del estatuto de seguridad,las condiciones para el desarrollo del estatuto de seguridad son objetos maleables,178
MCVE_f_180_2,Mi cuerpo es la verdad,"estas condiciones, arraigadas en la cultura, establecieron una imagen de lo masculino que subyuga y una imagen de lo femenino que se subordina",PLANTAS FIRMES,LAS CONDICIONES QUE SUBYUGAN,LAS CONDICIONES QUE SUBYUGAN SON PLANTAS FIRMES,mi cuerpo es la verdad,"estas condiciones, arraigadas en la cultura, establecieron una imagen de lo masculino que subyuga y una imagen de lo femenino que se subordina",plantas firmes,las condiciones que subyugan,las condiciones que subyugan son plantas firmes,142
CAAM_77_16,Colombia adentro: Amazonía,"Cuando cayó el avión, fue acusado de ser líder de la guerrilla [M-19]. A raíz de eso, fue torturado por parte del Ejército.",ÁRBOLES,LAS CONSECUENCIAS,LAS CONSECUENCIAS SON ÁRBOLES,colombia adentro: amazonía,"cuando cayó el avión, fue acusado de ser líder de la guerrilla [m-19]. a raíz de eso, fue torturado por parte del ejército.",árboles,las consecuencias,las consecuencias son árboles,123
HALL_327,Hallazgos y Recomendaciones,"Las consecuencias de todo son fracturas en ecosistemas, heridas en la selva, deforestación y contaminación de ríos, donde estas afectaciones no pueden verse separadas de la guerra.",FRACTURAS,LAS CONSECUENCIAS,EL TERRITORIO ES UNA PERSONA,hallazgos y recomendaciones,"las consecuencias de todo son fracturas en ecosistemas, heridas en la selva, deforestación y contaminación de ríos, donde estas afectaciones no pueden verse separadas de la guerra.",fracturas,las consecuencias,el territorio es una persona,180
HALL_328,Hallazgos y Recomendaciones,"Las consecuencias de todo son fracturas en ecosistemas, heridas en la selva, deforestación y contaminación de ríos, donde estas afectaciones no pueden verse separadas de la guerra.",HERIDAS,LAS CONSECUENCIAS,EL TERRITORIO ES UNA VÍCTIMA DEL CONFLICTO,hallazgos y recomendaciones,"las consecuencias de todo son fracturas en ecosistemas, heridas en la selva, deforestación y contaminación de ríos, donde estas afectaciones no pueden verse separadas de la guerra.",heridas,las consecuencias,el territorio es una víctima del conflicto,180
CAAM_77_13,Colombia adentro: Amazonía,"Lo que les acarrearía consecuencias dramáticas, pues los líderes del proceso organizativo Korebajú fueron sometidos a tratos inhumanos",OBJETOS,LAS CONSECUENCIAS,LAS CONSECUENCIAS SON OBJETOS,colombia adentro: amazonía,"lo que les acarrearía consecuencias dramáticas, pues los líderes del proceso organizativo korebajú fueron sometidos a tratos inhumanos",objetos,las consecuencias,las consecuencias son objetos,134
MCVE_f_216_1,Mi cuerpo es la verdad,porque ellas han soportado gran parte del peso de las consecuencias que trae la guerra.,OBJETOS PESADOS,LAS CONSECUENCIAS DE LA GUERRA,LAS CONSECUENCIAS DE LA GUERRA SON OBJETOS PESADOS,mi cuerpo es la verdad,porque ellas han soportado gran parte del peso de las consecuencias que trae la guerra.,objetos pesados,las consecuencias de la guerra,las consecuencias de la guerra son objetos pesados,87
TERR_INTRO_177,Colombia adentro: Ensayo introductorio,Los fundamentos de dichas concesiones han respondido a razones que van desde las recompensas a los vencedores de las guerras civiles hasta el desarrollo de proyectos económicos estratégicos como la ganadería extensiva,PERSONAS,LAS CONSECUENCIAS DE LA GUERRA,LAS CONSECUENCIAS DE LA GUERRA SON PERSONAS,colombia adentro: ensayo introductorio,los fundamentos de dichas concesiones han respondido a razones que van desde las recompensas a los vencedores de las guerras civiles hasta el desarrollo de proyectos económicos estratégicos como la ganadería extensiva,personas,las consecuencias de la guerra,las consecuencias de la guerra son personas,217
CAAM_47_24,Colombia adentro: Amazonía,[object Object],UN LUGAR,LAS CONSECUENCIAS DE LAS DECISIONES,LAS CONSECUENCIAS DE LAS DECISIONES ESTATALES SOBRE LA AMAZONÍA SON UN LUGAR,colombia adentro: amazonía,[object object],un lugar,las consecuencias de las decisiones,las consecuencias de las decisiones estatales sobre la amazonía son un lugar,15
CAAM_64_26,Colombia adentro: Amazonía,"no solo afectó a colonos [El narcotráfico], sino que también tuvo hondas consecuencias en las comunidades indígenas y sobre la naturaleza.",FRACTURAS EN LA TIERRA,LAS CONSECUENCIAS DEL NARCOTRÁFICO,LAS CONSECUENCIAS DEL NARCOTRÁFICO SON FRACTURAS EN LA TIERRA,colombia adentro: amazonía,"no solo afectó a colonos [el narcotráfico], sino que también tuvo hondas consecuencias en las comunidades indígenas y sobre la naturaleza.",fracturas en la tierra,las consecuencias del narcotráfico,las consecuencias del narcotráfico son fracturas en la tierra,138
CAAM_77_14,Colombia adentro: Amazonía,"Lo que les acarrearía consecuencias dramáticas, pues los líderes del proceso organizativo Korebajú fueron sometidos a tratos inhumanos",UNA OBRA DE TEATRO,LAS CONSECUENCIAS POR EL CONFLICTO ARMADO,LAS CONSECUENCIAS POR EL CONFLICTO ARMADO SON UNA OBRA DE TEATRO,colombia adentro: amazonía,"lo que les acarrearía consecuencias dramáticas, pues los líderes del proceso organizativo korebajú fueron sometidos a tratos inhumanos",una obra de teatro,las consecuencias por el conflicto armado,las consecuencias por el conflicto armado son una obra de teatro,134
CAAM_56_6,Colombia adentro: Amazonía,"nos llenamos de gente y ya estamos llegando al pie de las cordilleras, del monte",CUERPOS,LAS CORDILLERAS,LAS CORDILLERAS SON CUERPOS,colombia adentro: amazonía,"nos llenamos de gente y ya estamos llegando al pie de las cordilleras, del monte",cuerpos,las cordilleras,las cordilleras son cuerpos,80
MCVE_m_75_3,Mi cuerpo es la verdad,"«Ahorita nos encontramos mal, porque no tenemos nuestras tierras para cultivar.
Acá ya estamos perdiendo hasta las costumbres...»",UN OBJETO VALIOSO,LAS COSTUMBRES,LAS COSTUMBRES SON UN OBJETO VALIOSO,mi cuerpo es la verdad,"«ahorita nos encontramos mal, porque no tenemos nuestras tierras para cultivar. acá ya estamos perdiendo hasta las costumbres...»",un objeto valioso,las costumbres,las costumbres son un objeto valioso,129
HALL_305,Hallazgos y Recomendaciones,"El país conoció escenas de las atrocidades en la guerra, como en Buenaventura en 1996 y que se han dado también en otras zonas del país, que se llamaron «casas de pique» como lugares donde se llevaron a cabo asesinatos y desmembramientos, utilizando el cuerpo humano de sus víctimas y a veces de sus adversarios, en una forma extrema de desprecio, de ataque a la dignidad y terror donde los cuerpos asesinados fueron arrojados al lado de las carreteras, a los cauces de los ríos, o picados en costales, que mostraba no solo la sevicia y degradación de la guerra, sino también hirieron las culturas y creencias espirituales.",CUERPOS,LAS CREENCIAS ESPIRITUALES,LAS CREENCIAS ESPIRITUALES SON CUERPOS,hallazgos y recomendaciones,"el país conoció escenas de las atrocidades en la guerra, como en buenaventura en 1996 y que se han dado también en otras zonas del país, que se llamaron «casas de pique» como lugares donde se llevaron a cabo asesinatos y desmembramientos, utilizando el cuerpo humano de sus víctimas y a veces de sus adversarios, en una forma extrema de desprecio, de ataque a la dignidad y terror donde los cuerpos asesinados fueron arrojados al lado de las carreteras, a los cauces de los ríos, o picados en costales, que mostraba no solo la sevicia y degradación de la guerra, sino también hirieron las culturas y creencias espirituales.",cuerpos,las creencias espirituales,las creencias espirituales son cuerpos,623
CAAM_89_3,Colombia adentro: Amazonía,implicó que se llevaran a cabo ajustes de cuentas y vejaciones contra aquellos que militaban,OBJETOS QUE SE PUEDEN ENSAMBLAR,LAS CUENTAS,LAS CUENTAS SON OBJETOS QUE SE PUEDEN ENSAMBLAR,colombia adentro: amazonía,implicó que se llevaran a cabo ajustes de cuentas y vejaciones contra aquellos que militaban,objetos que se pueden ensamblar,las cuentas,las cuentas son objetos que se pueden ensamblar,92
HALL_304,Hallazgos y Recomendaciones,"El país conoció escenas de las atrocidades en la guerra, como en Buenaventura en 1996 y que se han dado también en otras zonas del país, que se llamaron «casas de pique» como lugares donde se llevaron a cabo asesinatos y desmembramientos, utilizando el cuerpo humano de sus víctimas y a veces de sus adversarios, en una forma extrema de desprecio, de ataque a la dignidad y terror donde los cuerpos asesinados fueron arrojados al lado de las carreteras, a los cauces de los ríos, o picados en costales, que mostraba no solo la sevicia y degradación de la guerra, sino también hirieron las culturas y creencias espirituales.",CUERPOS,LAS CULTURAS,LAS CULTURAS SON CUERPOS,hallazgos y recomendaciones,"el país conoció escenas de las atrocidades en la guerra, como en buenaventura en 1996 y que se han dado también en otras zonas del país, que se llamaron «casas de pique» como lugares donde se llevaron a cabo asesinatos y desmembramientos, utilizando el cuerpo humano de sus víctimas y a veces de sus adversarios, en una forma extrema de desprecio, de ataque a la dignidad y terror donde los cuerpos asesinados fueron arrojados al lado de las carreteras, a los cauces de los ríos, o picados en costales, que mostraba no solo la sevicia y degradación de la guerra, sino también hirieron las culturas y creencias espirituales.",cuerpos,las culturas,las culturas son cuerpos,623
CAAM_69_1,Colombia adentro: Amazonía,"Para mediados de la década del setenta, la difícil situación económica que enfrentaba el campesinado de la Amazonía,",CONTENEDORES,LAS DÉCADAS,LAS DÉCADAS SON CONTENEDORES,colombia adentro: amazonía,"para mediados de la década del setenta, la difícil situación económica que enfrentaba el campesinado de la amazonía,",contenedores,las décadas,las décadas son contenedores,116
CAAM_47_9,Colombia adentro: Amazonía,Entradas las primeras décadas del siglo XX,OBJETOS,LAS DÉCADAS,LAS DÉCADAS SON OBJETOS,colombia adentro: amazonía,entradas las primeras décadas del siglo xx,objetos,las décadas,las décadas son objetos,42
CAAM_60_18,Colombia adentro: Amazonía,"el presidente Alberto Lleras Camargo, dejó de lado la reticencia a dejar entrar misioneros protestantes al país.",CARGAS,LAS DECISIONES,LAS DECISIONES SON CARGAS,colombia adentro: amazonía,"el presidente alberto lleras camargo, dejó de lado la reticencia a dejar entrar misioneros protestantes al país.",cargas,las decisiones,las decisiones son cargas,112
MCVE_m_23_8,Mi cuerpo es la verdad,Responsables directos e indirectos que deben responder por las decisiones que tomaron,UNA SUSTANCIA,LAS DECISIONES,LAS DECISIONES SON UNA SUSTANCIA,mi cuerpo es la verdad,responsables directos e indirectos que deben responder por las decisiones que tomaron,una sustancia,las decisiones,las decisiones son una sustancia,85
CAAM_89_10,Colombia adentro: Amazonía,también hubo logros en materia de decisiones políticas que favorecieron a los indígenas.,OBJETOS,LAS DECISIONES POLÍTICA,LAS DECISIONES POLÍTICAS SON OBJETOS,colombia adentro: amazonía,también hubo logros en materia de decisiones políticas que favorecieron a los indígenas.,objetos,las decisiones política,las decisiones políticas son objetos,88
CAAM_66_5,Colombia adentro: Amazonía,las decisiones políticas venían cambiando y tomaron una dirección casi opuesta a las reformas liberales,CAMINOS,LAS DECISIONES POLÍTICAS,LAS DECISIONES POLÍTICAS SON CAMINOS,colombia adentro: amazonía,las decisiones políticas venían cambiando y tomaron una dirección casi opuesta a las reformas liberales,caminos,las decisiones políticas,las decisiones políticas son caminos,103
CAAM_64_22,Colombia adentro: Amazonía,"las deficiencias de los programas de colonización en traer bienes y servicios públicos a los territorios, se allanó el camino para la entrada de los cultivos ilícitos y la llegada del narcotráfico.",CONSTRUCTORAS DE CAMINOS,LAS DEFICIENCIAS DE LOS PROGRAMAS DE COLONIZACIÓN CAMPESINA EN EL AMAZONAS,LAS DEFICIENCIAS DE LOS PROGRAMAS DE COLONIZACIÓN CAMPESINA EN EL AMAZONAS SON CONSTRUCTORAS DE CAMINOS,colombia adentro: amazonía,"las deficiencias de los programas de colonización en traer bienes y servicios públicos a los territorios, se allanó el camino para la entrada de los cultivos ilícitos y la llegada del narcotráfico.",constructoras de caminos,las deficiencias de los programas de colonización campesina en el amazonas,las deficiencias de los programas de colonización campesina en el amazonas son constructoras de caminos,197
MCVE_m_21_4,Mi cuerpo es la verdad,La demanda de las víctimas por la verdad empezó a recorrer los caminos y veredas muchos años atrás.,PERSONAS,LAS DEMANDAS,LAS DEMANDAS SON PERSONAS,mi cuerpo es la verdad,la demanda de las víctimas por la verdad empezó a recorrer los caminos y veredas muchos años atrás.,personas,las demandas,las demandas son personas,99
CAAM_73_26,Colombia adentro: Amazonía,el afianzamiento de la economía de la coca y la respuesta represiva del Estado ante las demandas de las comunidades por la garantía de los derechos básicos,PERSONAS,LAS DEMANDAS DE LAS COMUNIDADES,LAS DEMANDAS DE LAS COMUNIDADES SON PERSONAS,colombia adentro: amazonía,el afianzamiento de la economía de la coca y la respuesta represiva del estado ante las demandas de las comunidades por la garantía de los derechos básicos,personas,las demandas de las comunidades,las demandas de las comunidades son personas,155
CAAM_68_17,Colombia adentro: Amazonía,al «Ministerio Público llegaban semanalmente denuncias por torturas en unidades militares,PERSONAS,LAS DENUNCIAS POR TORTURAS EN UNIDADES MILITARES,LAS DENUNCIAS POR TORTURAS EN UNIDADES MILITARES SON PERSONAS,colombia adentro: amazonía,al «ministerio público llegaban semanalmente denuncias por torturas en unidades militares,personas,las denuncias por torturas en unidades militares,las denuncias por torturas en unidades militares son personas,89
TERR_INTRO_95,Colombia adentro: Ensayo introductorio, en la reducción de las desigualdades territoriales,OBJETOS,LAS DESIGUALDADES,LAS DESIGUALDADES SON OBJETOS,colombia adentro: ensayo introductorio,en la reducción de las desigualdades territoriales,objetos,las desigualdades,las desigualdades son objetos,51
HALL_19,Hallazgos y Recomendaciones,Se amplió la brecha que separa las fuerzas políticas y sus seguidores,DISTANCIAS FÍSICAS,LAS DIFERENCIAS,LAS DIFERENCIAS SON DISTANCIAS FÍSICAS,hallazgos y recomendaciones,se amplió la brecha que separa las fuerzas políticas y sus seguidores,distancias físicas,las diferencias,las diferencias son distancias físicas,69
CAAM_22_4,Colombia adentro: Amazonía,han resuelto quedarse en el país y construir desde las diferencias la comunidad nacional.,CIMIENTOS,LAS DIFERENCIAS DE LOS CIUDADANOS,LAS DIFERENCIAS DE LOS CIUDADANOS SON CIMIENTOS,colombia adentro: amazonía,han resuelto quedarse en el país y construir desde las diferencias la comunidad nacional.,cimientos,las diferencias de los ciudadanos,las diferencias de los ciudadanos son cimientos,89
CAAM_72_6,Colombia adentro: Amazonía,"los campesinos pues sin salidas, sin mercados y sin vías, sin garantías para poder vivir de su trabajo,",UN POZO,LAS DIFICULTADES ECONÓMICAS,LAS DIFICULTADES ECONÓMICAS COMO UN POZO,colombia adentro: amazonía,"los campesinos pues sin salidas, sin mercados y sin vías, sin garantías para poder vivir de su trabajo,",un pozo,las dificultades económicas,las dificultades económicas como un pozo,103
CAAM_87_7,Colombia adentro: Amazonía,las FARC-EP entraron en disputa con los narcotraficantes y se debilitaron los acuerdos con el gobierno,CONTENEDORES,LAS DISPUTAS,LAS DISPUTAS SON CONTENEDORES,colombia adentro: amazonía,las farc-ep entraron en disputa con los narcotraficantes y se debilitaron los acuerdos con el gobierno,contenedores,las disputas,las disputas son contenedores,102
CAAM_56_9,Colombia adentro: Amazonía,"La situación produjo tensiones entre colonos e indígenas, en donde los derechos de los recientes pobladores prevalecieron",UNA BANDA ELÁSTICA,LAS DISPUTAS ENTRE DOS GRUPOS DE PERSONAS,LAS DISPUTAS ENTRE DOS GRUPOS DE PERSONAS ES UNA BANDA ELÁSTICA,colombia adentro: amazonía,"la situación produjo tensiones entre colonos e indígenas, en donde los derechos de los recientes pobladores prevalecieron",una banda elástica,las disputas entre dos grupos de personas,las disputas entre dos grupos de personas es una banda elástica,121
CAAM_28_15,Colombia adentro: Amazonía,En este camino también nos transformamos nosotros; encontramos la ruta de nuestra propia verdad.,RUTAS,LAS DIVERSAS BÚSQUEDAS DE LA VERDAD,LAS DIVERSAS BÚSQUEDAS DE LA VERDAD SON RUTAS,colombia adentro: amazonía,en este camino también nos transformamos nosotros; encontramos la ruta de nuestra propia verdad.,rutas,las diversas búsquedas de la verdad,las diversas búsquedas de la verdad son rutas,96
MCVE_f_250_6,Mi cuerpo es la verdad,Las ejecuciones extrajudiciales han sido una sombra constante sobre ellas,UNA SOMBRA,LAS EJECUCIONES EXTRAJUDICIALES,LAS EJECUCIONES EXTRAJUDICIALES SON UNA SOMBRA,mi cuerpo es la verdad,las ejecuciones extrajudiciales han sido una sombra constante sobre ellas,una sombra,las ejecuciones extrajudiciales,las ejecuciones extrajudiciales son una sombra,73
HALL_122,Hallazgos y Recomendaciones,"El pacto del Frente Nacional fue un acuerdo de las élites políticas, desde arriba, que trajo la pacificación, pero también la exclusión de otros sectores.",ARRIBA,LAS ÉLITES POLÍTICAS,LAS ÉLITES POLÍTICAS SON ARRIBA,hallazgos y recomendaciones,"el pacto del frente nacional fue un acuerdo de las élites políticas, desde arriba, que trajo la pacificación, pero también la exclusión de otros sectores.",arriba,las élites políticas,las élites políticas son arriba,154
HALL_65,Hallazgos y Recomendaciones,"mostraban un profundo sentido de impotencia del que trataban de
desprenderse",ENTIDADES FÍSICAS,LAS EMOCIONES,LAS EMOCIONES SON ENTIDADES FÍSICAS,hallazgos y recomendaciones,mostraban un profundo sentido de impotencia del que trataban de desprenderse,entidades físicas,las emociones,las emociones son entidades físicas,76
CAAM_24_6,Colombia adentro: Amazonía,accciones marcadas por las emociones,LÁPICES,LAS EMOCIONES,LAS EMOCIONES SON LÁPICES,colombia adentro: amazonía,accciones marcadas por las emociones,lápices,las emociones,las emociones son lápices,36
HALL_147,Hallazgos y Recomendaciones,"Parte de estas emociones que son «normales» ante las experiencias vividas han quedado fijadas en el cuerpo, la mente y el corazón de las víctimas",OBJETOS,LAS EMOCIONES,LAS EMOCIONES SON OBJETOS,hallazgos y recomendaciones,"parte de estas emociones que son «normales» ante las experiencias vividas han quedado fijadas en el cuerpo, la mente y el corazón de las víctimas",objetos,las emociones,las emociones son objetos,145
HALL_284,Hallazgos y Recomendaciones,"muchas víctimas en el exilio, reevaluando su propia experiencia en la toma de testimonios, señalaron que tomaron conciencia del modo como les tocó adaptarse y normalizar la violencia en el país solo cuando salieron de él, cuando tuvieron la suficiente distancia emocional y perspectiva crítica, además de otros modelos de relación y de convivencia.",OBJETOS,LAS EMOCIONES,LAS EMOCIONES SON OBJETOS,hallazgos y recomendaciones,"muchas víctimas en el exilio, reevaluando su propia experiencia en la toma de testimonios, señalaron que tomaron conciencia del modo como les tocó adaptarse y normalizar la violencia en el país solo cuando salieron de él, cuando tuvieron la suficiente distancia emocional y perspectiva crítica, además de otros modelos de relación y de convivencia.",objetos,las emociones,las emociones son objetos,348
CAAM_29_8,Colombia adentro: Amazonía,[object Object],PARTES DEL CUERPO,LAS EMOCIONES,LAS EMOCIONES SON PARTES DEL CUERPO,colombia adentro: amazonía,[object object],partes del cuerpo,las emociones,las emociones son partes del cuerpo,15
CAAM_29_11,Colombia adentro: Amazonía,la vulnerabilidad de su vergüenza fue suficiente para que las mujeres creyeran en su palabra.,PERSONAS,LAS EMOCIONES,LAS EMOCIONES SON PERSONAS,colombia adentro: amazonía,la vulnerabilidad de su vergüenza fue suficiente para que las mujeres creyeran en su palabra.,personas,las emociones,las emociones son personas,93
CAAM_29_10,Colombia adentro: Amazonía,les contó con profunda vergüenza que lo más difícil de todo su proceso fue cuando les dijo la verdad a sus padres y a su hija,CONTENEDORES,LAS EMOCIONES,LAS EMOCIONES SON CONTENEDORES,colombia adentro: amazonía,les contó con profunda vergüenza que lo más difícil de todo su proceso fue cuando les dijo la verdad a sus padres y a su hija,contenedores,las emociones,las emociones son contenedores,125
CAAM_29_19,Colombia adentro: Amazonía,honrar lo que sus abuelas y madres les habían contado sobre el buen corazón de sus padres asesinado (p. 29),SUSTANCIAS,LAS EMOCIONES,LAS EMOCIONES SON SUSTANCIAS,colombia adentro: amazonía,honrar lo que sus abuelas y madres les habían contado sobre el buen corazón de sus padres asesinado (p. 29),sustancias,las emociones,las emociones son sustancias,107
TERR_INTRO_81,Colombia adentro: Ensayo introductorio,desde que se levanta lleno de ilusiones hasta que cae rendido en la noche sin esperanzas.,SUSTANCIAS,LAS EMOCIONES,LAS EMOCIONES SON SUSTANCIAS,colombia adentro: ensayo introductorio,desde que se levanta lleno de ilusiones hasta que cae rendido en la noche sin esperanzas.,sustancias,las emociones,las emociones son sustancias,89
HALL_245,Hallazgos y Recomendaciones,Las consecuencias de la guerra y la exclusión política en Colombia también han dejado profundos impactos sociales y en el clima emocional colectivo asociado al conflicto armado.,UN CLIMA,LAS EMOCIONES,LAS EMOCIONES SON UN CLIMA,hallazgos y recomendaciones,las consecuencias de la guerra y la exclusión política en colombia también han dejado profundos impactos sociales y en el clima emocional colectivo asociado al conflicto armado.,un clima,las emociones,las emociones son un clima,177
MCVE_f_221_6,Mi cuerpo es la verdad,"dejaron poco espacio
para la alegría y el sosiego.",UN CONTENEDOR,LAS EMOCIONES,LAS EMOCIONES SON UN CONTENEDOR,mi cuerpo es la verdad,dejaron poco espacio para la alegría y el sosiego.,un contenedor,las emociones,las emociones son un contenedor,50
TERR_INTRO_21,Colombia adentro: Ensayo introductorio,"Esto le permitió tener colaboradores, equipos de trabajo y presencia en todos los departamentos del país, así como personas voluntarias en otros países. Todos ellos entregaron no solo su conocimiento y experiencia sino su curiosidad, sensibilidad y amor profundo por Colombia.",UN OBJETO,LAS EMOCIONES,LAS EMOCIONES SON UN OBJETO,colombia adentro: ensayo introductorio,"esto le permitió tener colaboradores, equipos de trabajo y presencia en todos los departamentos del país, así como personas voluntarias en otros países. todos ellos entregaron no solo su conocimiento y experiencia sino su curiosidad, sensibilidad y amor profundo por colombia.",un objeto,las emociones,las emociones son un objeto,276
HALL_30,Hallazgos y Recomendaciones,El nivel de terror vivido en la guerra fue posible por la deshumanización; las víctimas fueron convertidas en objeto de desprecio.,UNA SUSTANCIA/FLUIDO,LAS EMOCIONES,LAS EMOCIONES SON SUSTANCIA/FLUIDO,hallazgos y recomendaciones,el nivel de terror vivido en la guerra fue posible por la deshumanización; las víctimas fueron convertidas en objeto de desprecio.,una sustancia/fluido,las emociones,las emociones son sustancia/fluido,130
CAAM_65_8,Colombia adentro: Amazonía,el campesinado ejerció distintas formas de presión frente al Estado y las empresas petroleras para reclamar inversión,OBJETOS,LAS EMPRESAS PETROLERAS,LAS EMPRESAS PETROLERAS SON OBJETOS,colombia adentro: amazonía,el campesinado ejerció distintas formas de presión frente al estado y las empresas petroleras para reclamar inversión,objetos,las empresas petroleras,las empresas petroleras son objetos,117
CAAM_58_13,Colombia adentro: Amazonía,"al entrar la petrolera, tras de eso viene el negocio de la prostitución.",PERSONAS,LAS EMPRESAS PETROLERAS,LAS EMPRESAS PETROLERAS SON PERSONAS,colombia adentro: amazonía,"al entrar la petrolera, tras de eso viene el negocio de la prostitución.",personas,las empresas petroleras,las empresas petroleras son personas,72
